review,rating,date,bank,source
Dear cbe this app is not comparable with 21century and pls try to solve it.💀💀💀,1,2025-04-01 06:32:36,CBE,Google Play
Good,5,2025-04-01 06:20:58,CBE,Google Play
nice app,5,2025-04-01 06:18:50,CBE,Google Play
best transaction method of financial,5,2025-04-01 06:00:41,CBE,Google Play
#CBE is Now going to on the right Pathway/track/!! Thank you CBE one step ahead on payment platform app!!,5,2025-04-01 05:24:12,CBE,Google Play
It literarily don't work at all,4,2025-04-01 04:58:15,CBE,Google Play
good give us plus,5,2025-04-01 03:04:22,CBE,Google Play
"Very good application. However, I have one functionality recommendation. What if you let the app transfer money to any telebirr account as for MPESA? By the way, I am not the only one to ask this. Thank you!",4,2025-04-01 01:27:55,CBE,Google Play
before update it was able to screenshot while after update I can't able to screenshot the transfere details,4,2025-04-01 00:39:45,CBE,Google Play
Tnc Cbe,5,2025-04-01 00:08:46,CBE,Google Play
it is good app. But you have integrate cbe with cbe birr. to allow cardless withdrawal directly from our accout!,4,2025-03-31 23:41:26,CBE,Google Play
great apps,5,2025-03-31 23:08:38,CBE,Google Play
Excellent,5,2025-03-31 22:31:02,CBE,Google Play
Great app!,4,2025-03-31 22:28:45,CBE,Google Play
nice,5,2025-03-31 21:45:13,CBE,Google Play
CBE,5,2025-03-31 21:24:42,CBE,Google Play
very good 👍 👏,5,2025-03-31 21:09:27,CBE,Google Play
great when it works,5,2025-03-31 21:04:26,CBE,Google Play
"the app is very good, but why screenshots is impossible?",5,2025-03-31 20:54:32,CBE,Google Play
excellent match application,5,2025-03-31 20:18:19,CBE,Google Play
very good,5,2025-03-31 19:45:55,CBE,Google Play
best app,5,2025-03-31 19:30:43,CBE,Google Play
The Best app😍😍😍,5,2025-03-31 18:51:04,CBE,Google Play
excellent app,5,2025-03-31 18:48:00,CBE,Google Play
easy to use and user friendly,5,2025-03-31 18:44:26,CBE,Google Play
good,5,2025-03-31 18:41:02,CBE,Google Play
very nice,5,2025-03-31 18:34:55,CBE,Google Play
አሪፍ ነው በተለይ የአሻራ ደህነቱ መረጋገጡ ተመችቶኛል,3,2025-03-31 18:10:15,CBE,Google Play
well software,5,2025-03-31 18:08:49,CBE,Google Play
ጥሩ ነው አንዳንዴ ስታክ ቢያደርግም,4,2025-03-31 17:53:20,CBE,Google Play
CBE very good apps,5,2025-03-31 17:49:39,CBE,Google Play
"This application fast, secure and more convenient. Thanks CBE",5,2025-03-31 17:40:29,CBE,Google Play
best app,5,2025-03-31 17:33:52,CBE,Google Play
excellent service,5,2025-03-31 17:26:11,CBE,Google Play
it's best,5,2025-03-31 16:44:26,CBE,Google Play
Why didn't you display cash transactions and bank statement in the mobile banking app?,4,2025-03-31 16:00:13,CBE,Google Play
