review,rating,date,bank,source
"everytime you uninstall the app you have to reach them out physically. very oldy! if that's one of security layer, they'd check for fraud attempt via app source directly(source:- app store, play store ... etc) implicitly ! we are in 2025, physical presence for every app install is traditional(traditionally very rare).",1,2025-06-04,CBE,Google Play
አካውንት የምናስገባበት ቦታ ስም ጽፈን ነው ከዚህ በፊት የላክንባቸውን አካዉንቶች የምንፈልገዉ ነገር ግን አዲስ አካውንቶች mr ብለዉ የሚጀምሩ በዝተዋል ግን አፕልኬሽኑ space ስንጽፍ አይቀበልም ቢስተካከል,4,2025-06-04,CBE,Google Play
best,5,2025-06-04,CBE,Google Play
bezabih,5,2025-06-04,CBE,Google Play
Best Mobile Banking app ever,5,2025-06-04,CBE,Google Play
good,5,2025-06-04,CBE,Google Play
it was good app but it have some issues like it doesnt give me the right amount that I have in the bank and have some issues in transferring,2,2025-06-04,CBE,Google Play
dedeb,5,2025-06-04,CBE,Google Play
Good,5,2025-06-04,CBE,Google Play
👌👍,5,2025-06-04,CBE,Google Play
very niec,5,2025-06-04,CBE,Google Play
best app of finance,5,2025-06-04,CBE,Google Play
yetemeta,1,2025-06-03,CBE,Google Play
Engida Kebede Fetera,5,2025-06-03,CBE,Google Play
it is not safety,1,2025-06-03,CBE,Google Play
NICE bank,5,2025-06-03,CBE,Google Play
it is like a childish app make it better the worst I have ever seen,1,2025-06-02,CBE,Google Play
"It's a problem solver application, go ahead CBE, I love so much.",5,2025-06-02,CBE,Google Play
It's good but try to make it facilitate for your client,4,2025-06-02,CBE,Google Play
best app,5,2025-06-01,CBE,Google Play
Awesome bank,5,2025-06-01,CBE,Google Play
this app has developed in a very good ways but there are some comments I need to make 1- preventing the screenshot likely not good for someone like me coz I need to make screenshot for quicker evidence. 2-it would be good if you make us to access recent transaction histories for 30 days coz we don't have to go to the Bank's in person to see old transactions or add colander category so user can easily access old transactions through colanders.,5,2025-05-31,CBE,Google Play
Masha alla,5,2025-05-31,CBE,Google Play
"Recently there is big problem when sending to safaricom, telebir, and even to cbebirr wallet could anybody who is responsible fix it, it's very frustrating it's been 5 days and my money hasn't been returned it takes it out of my account but doesn't send it to my mpesa update- they have just corrected it and sent me back the money but still I'm afraid now to send again",2,2025-05-31,CBE,Google Play
better service,5,2025-05-31,CBE,Google Play
"it,s good app and time manager 👍",5,2025-05-30,CBE,Google Play
malkaamuu Jiidhaa Namoo,5,2025-05-30,CBE,Google Play
lower system everything,3,2025-05-30,CBE,Google Play
Nice!,5,2025-05-30,CBE,Google Play
Keep it up My CBE,5,2025-05-29,CBE,Google Play
yes good,5,2025-05-28,CBE,Google Play
"I was using this app for the last two years with no problems. It stopped working about 3 months ago. when I tried to transfer funds it gives me error ""can't do this transaction. inactive account.""",4,2025-05-27,CBE,Google Play
i like everything of this app,5,2025-05-27,CBE,Google Play
🤬🤬🤬🤬 network 🛜,1,2025-05-26,CBE,Google Play
Best,5,2025-05-26,CBE,Google Play
CBE is the best financial application and and very dimple to use. I would like to say thank you so much for the developer of application. I really appreciate this app.,5,2025-05-26,CBE,Google Play
nice,5,2025-05-26,CBE,Google Play
good job,5,2025-05-26,CBE,Google Play
it's awesome!!,5,2025-05-25,CBE,Google Play
thankyou every one,5,2025-05-25,CBE,Google Play
Ronaldo 🇵🇹 🥇,5,2025-05-25,CBE,Google Play
"this app is absolutely fantastic I love it and I enjoying to it ,let us support this foundation together .",5,2025-05-25,CBE,Google Play
"The CBE app has been highly unreliable in recent weeks. It frequently fails to work properly on both Ethio Telecom and Safaricom networks, whether using Wi-Fi or mobile data. This week, the system was down entirely for extended periods, making it very difficult to access banking services. The app only functions intermittently, and the lack of consistency is frustrating. I hope the issues are addressed soon, and that any non-technical influences are removed from such essential services.",2,2025-05-25,CBE,Google Play
mortuary app,5,2025-05-25,CBE,Google Play
it is smart app but it has stoped after some period of time on my device with out any reason .,5,2025-05-25,CBE,Google Play
amazing app I am used this app for one year,4,2025-05-24,CBE,Google Play
👍,5,2025-05-24,CBE,Google Play
good app,5,2025-05-24,CBE,Google Play
i love it 😍😘,5,2025-05-24,CBE,Google Play
It makes life easy!👌,5,2025-05-24,CBE,Google Play
its not fast,1,2025-05-24,CBE,Google Play
wow,4,2025-05-24,CBE,Google Play
it is sooo good,5,2025-05-24,CBE,Google Play
excellent,5,2025-05-24,CBE,Google Play
ok,1,2025-05-24,CBE,Google Play
Fantastic,5,2025-05-23,CBE,Google Play
accessible to using,5,2025-05-23,CBE,Google Play
I like it,4,2025-05-23,CBE,Google Play
why you change default network?,5,2025-05-23,CBE,Google Play
very nice 👍,5,2025-05-23,CBE,Google Play
nice fast app,5,2025-05-23,CBE,Google Play
how to I get my money,5,2025-05-23,CBE,Google Play
"Very bad, can't even load they need to improve their services.",1,2025-05-22,CBE,Google Play
"Very good app, but please make it reliable . it crashes sometimes .",4,2025-05-22,CBE,Google Play
very busy I don't know why... I prefer 889,3,2025-05-22,CBE,Google Play
"Sometimes it has a nasty lag for several hour fix that , the rest is 👌",4,2025-05-22,CBE,Google Play
the most boring Mobil banking application in ethiopia.Please use alternative private banks mobile banking apps,1,2025-05-22,CBE,Google Play
hojii bonsaadha,5,2025-05-22,CBE,Google Play
user-friendly apps.because this app is easy.,5,2025-05-22,CBE,Google Play
Awosome!!!,5,2025-05-22,CBE,Google Play
"Very good app,",5,2025-05-22,CBE,Google Play
sync problem may 22 2025 but the date stack on may 8 2025 help pls,5,2025-05-22,CBE,Google Play
ይህ መተግበሪያ በጣም ጥሩ ነው. this app is very nice,5,2025-05-22,CBE,Google Play
I hate this app 😒,1,2025-05-22,CBE,Google Play
trustful,5,2025-05-22,CBE,Google Play
I like,5,2025-05-22,CBE,Google Play
update issue,4,2025-05-22,CBE,Google Play
its not working over safari network,1,2025-05-22,CBE,Google Play
oldie,1,2025-05-22,CBE,Google Play
it doesn't work,1,2025-05-21,CBE,Google Play
"This app is good, and we are using it well",1,2025-05-21,CBE,Google Play
very nice 👌 app for android phone,5,2025-05-21,CBE,Google Play
Yes Yes,5,2025-05-21,CBE,Google Play
በጣም ከርፋፋ,1,2025-05-21,CBE,Google Play
easy to use helpful in my life,5,2025-05-21,CBE,Google Play
good 👍,4,2025-05-21,CBE,Google Play
the best mobile banking app,5,2025-05-21,CBE,Google Play
"this app is very useful app,it saves time,and it is secure",4,2025-05-21,CBE,Google Play
it's a good application 👍,5,2025-05-21,CBE,Google Play
the screenshot and the reffresh options are so annoying that makes transaction so delaying activity !,2,2025-05-21,CBE,Google Play
poor service,1,2025-05-21,CBE,Google Play
amazing,5,2025-05-20,CBE,Google Play
it is reliable and easy to use.,5,2025-05-20,CBE,Google Play
the most annoying mobile banking app I've ever seen,1,2025-05-20,CBE,Google Play
Eliasmels,5,2025-05-20,CBE,Google Play
Cbe mobile banking,5,2025-05-20,CBE,Google Play
"i can't make Screenshout in this app, please made modification",5,2025-05-20,CBE,Google Play
Best app I loved it,5,2025-05-19,CBE,Google Play
nice app,5,2025-05-19,CBE,Google Play
Amazing applicatiom sometimes doesnt work!,5,2025-05-18,CBE,Google Play
well satisfied with this beautiful app,5,2025-05-18,CBE,Google Play
very good,4,2025-05-17,CBE,Google Play
best app.,5,2025-05-17,CBE,Google Play
"not working,why???",5,2025-05-17,CBE,Google Play
Great impact but why Developer option turnoff if you fix 🙏 🙏 🙏,5,2025-05-17,CBE,Google Play
always disappointing ! especially the iOS one !! some similar local applications are extremely superior to this application!! Really disappointing!,1,2025-05-17,CBE,Google Play
woxe harimo ribiso,5,2025-05-17,CBE,Google Play
"Good ,easy to use",5,2025-05-16,CBE,Google Play
Good app,5,2025-05-15,CBE,Google Play
Good job👍,5,2025-05-14,CBE,Google Play
"Please kindly ask to update the app and allow us to screenshot, it's convenient and efficient as long as you add security to the access there is no reason to block us from screenshooting our screen.",2,2025-05-14,CBE,Google Play
I have using the CBE mobile banking app. and overall i appreciate its Feuteres However i.ve Notticed that when i turn on the Developer options on my divice the App.Stop Functioning prorerly It.Would Be Great If You could look into This issue as l often need to access Developer setting for Otter Application ThankYou For Your attention to This Matter,4,2025-05-13,CBE,Google Play
customer service is bad nothing is good about this bank,1,2025-05-13,CBE,Google Play
It is Amazing Mobile Banking App....But why the screenshot of the receipt doesnt work,5,2025-05-13,CBE,Google Play
fast and simple easy to use 👌,5,2025-05-12,CBE,Google Play
The fastest transferring app I ever had its so reliable,5,2025-05-11,CBE,Google Play
"Funds transferred from the same bank do not reflect in the account, even though a confirmation text message was received.",3,2025-05-11,CBE,Google Play
it's easy and fast,5,2025-05-10,CBE,Google Play
This app don't have self activation only you have to look near cbe branch that's disgusting,1,2025-05-10,CBE,Google Play
hello dearest CBE office personnel make some benefits for those using interest free accounts thanks for your help,5,2025-05-09,CBE,Google Play
wow best application ever,5,2025-05-09,CBE,Google Play
"Am sorry but what does developer mode do to the application ? hack it ? are you sure you are developer or are you stupid, doesnt makes sense,",1,2025-05-08,CBE,Google Play
the pride of Ethiopian bank 🏦,5,2025-05-08,CBE,Google Play
why the app telling me to turn of developer options please fix it.,1,2025-05-07,CBE,Google Play
i am very happy . i have small prob. after i transfer i cant put the transfer cashe bil to my dic.,5,2025-05-07,CBE,Google Play
amazing apps,5,2025-05-06,CBE,Google Play
All service of Mobile Banking,5,2025-05-06,CBE,Google Play
needs improvement,1,2025-05-06,CBE,Google Play
i miss the old one i couldn't send my mony to other bank..,1,2025-05-06,CBE,Google Play
the app is recently crushing each time you open and try to make transfers...it used to be good. take lessons from the Dashen Super app or ethiotelecom. it is not befitting of your experience and glory. inv3st in making it more friendly and convenient. I am considering leaving CBE for good.,2,2025-05-06,CBE,Google Play
good but these week not oky,4,2025-05-06,CBE,Google Play
well designed! Fixing bugs & two step verification with biometric... simply it's great!,5,2025-05-06,CBE,Google Play
If any developer is reading this please fix the screenshot functionality or at least the download button should work flawlessly without me touching it twenty times.,1,2025-05-05,CBE,Google Play
"it's a great job.but one more thing, it hasn't been placed for transfer to other banks on face like mobile charge card place",5,2025-05-05,CBE,Google Play
CBE mobilr bankg,5,2025-05-05,CBE,Google Play
verygood,3,2025-05-05,CBE,Google Play
ممتاز جدا,5,2025-05-04,CBE,Google Play
it's very low quality application,1,2025-05-04,CBE,Google Play
Very Amazing Apps,5,2025-05-04,CBE,Google Play
አዛ,1,2025-05-04,CBE,Google Play
wow simple life,5,2025-05-04,CBE,Google Play
it's nice,5,2025-05-03,CBE,Google Play
Why stacked sometimes,5,2025-05-03,CBE,Google Play
okay 👍 but sometimes busy,1,2025-05-03,CBE,Google Play
the worst commercial company that fails to do even the most normal things again and and again.,1,2025-05-03,CBE,Google Play
Very good app. but disappointed by general cessation of system.,5,2025-05-02,CBE,Google Play
Good and fast,5,2025-05-02,CBE,Google Play
Unreliable!,1,2025-05-02,CBE,Google Play
Best the best fast,5,2025-05-02,CBE,Google Play
happy,5,2025-05-02,CBE,Google Play
fast and reliable,5,2025-05-02,CBE,Google Play
network errorrrrrr,2,2025-05-02,CBE,Google Play
Best app but there is some problem I can't send money to telebirr or mpesa so if you can add that it could be use full,4,2025-05-02,CBE,Google Play
its good and simple to use,5,2025-05-02,CBE,Google Play
worest app like that bank for security and network access,1,2025-05-02,CBE,Google Play
it's the best app i,5,2025-05-02,CBE,Google Play
not bad not good,1,2025-05-02,CBE,Google Play
its very nice,5,2025-05-02,CBE,Google Play
do not work this week,3,2025-04-30,CBE,Google Play
It crashes frequently,4,2025-04-30,CBE,Google Play
the best,5,2025-04-28,CBE,Google Play
"I can simply describe this app as ""Making all your work easier"".",5,2025-04-28,CBE,Google Play
goid,5,2025-04-28,CBE,Google Play
best appearance,5,2025-04-27,CBE,Google Play
it's very good 👍 app,5,2025-04-27,CBE,Google Play
abinet kutafo,1,2025-04-27,CBE,Google Play
I need support you,5,2025-04-27,CBE,Google Play
the worst Mobile banking i have ever seen in my life,1,2025-04-26,CBE,Google Play
Nuree mahamud,5,2025-04-26,CBE,Google Play
super,5,2025-04-26,CBE,Google Play
ጠጀጨገጀ።ጀገ,5,2025-04-26,CBE,Google Play
i like the app,5,2025-04-26,CBE,Google Play
the Best,1,2025-04-26,CBE,Google Play
to other bank is bad,1,2025-04-25,CBE,Google Play
tank's,5,2025-04-25,CBE,Google Play
its good but add more features such like. bank statement showing,5,2025-04-24,CBE,Google Play
it is so nice,5,2025-04-24,CBE,Google Play
Very Good👍,5,2025-04-21,CBE,Google Play
"my first frequent experience of cbe app is critical-time failure such as suspending payment on air for 2-5 days with zero explanation, deducting from sender account without depositing to the receiver act. Another fatal error by the banking company as a whole (not the app itself though) is forced-banking with corporations without consent of employers-users of the corresponding corporations",2,2025-04-21,CBE,Google Play
"wow, amazing app",5,2025-04-21,CBE,Google Play
use ful,5,2025-04-21,CBE,Google Play
Great app,5,2025-04-21,CBE,Google Play
well app,5,2025-04-20,CBE,Google Play
Actually it is inactive,4,2025-04-19,CBE,Google Play
"slow, only one account is used",2,2025-04-19,CBE,Google Play
always CBE is the leading Commercial Bank💪💪💪,5,2025-04-18,CBE,Google Play
i like it,5,2025-04-18,CBE,Google Play
why removing screenshot feature why?,1,2025-04-18,CBE,Google Play
nice apps where network is good in connection,5,2025-04-18,CBE,Google Play
Thank you!!!,5,2025-04-18,CBE,Google Play
i can't take screenshot,1,2025-04-18,CBE,Google Play
"every update was made the system better and better until the March 19th, 2025 update, not allowing us to screenshot. you guys didn't understand how much it's a really quick and significant thing. You add extra steps to us, which makes the process draw back",3,2025-04-18,CBE,Google Play
perfectly special,5,2025-04-18,CBE,Google Play
Fast and Reliable,5,2025-04-18,CBE,Google Play
The best application I have ever seen in Ethiopia banking industry.,5,2025-04-17,CBE,Google Play
great app!!!,5,2025-04-17,CBE,Google Play
because sometimes it doesn't working it load too much,3,2025-04-17,CBE,Google Play
"Absolutely the best app! It works flawlessly, anytime and anywhere.",5,2025-04-17,CBE,Google Play
very nice app ever!!!,5,2025-04-16,CBE,Google Play
the best app,5,2025-04-16,CBE,Google Play
Biometric security for mobile banking is not available,5,2025-04-16,CBE,Google Play
great,5,2025-04-15,CBE,Google Play
Nice service,5,2025-04-15,CBE,Google Play
great app,5,2025-04-15,CBE,Google Play
it's special apps,5,2025-04-15,CBE,Google Play
"In the updated version of the app, it takes more time to download the receipt.",3,2025-04-15,CBE,Google Play
ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው ?,3,2025-04-14,CBE,Google Play
Good 🔥,5,2025-04-14,CBE,Google Play
very interesting app i am using every day fantastic,5,2025-04-14,CBE,Google Play
lebaa bank,5,2025-04-14,CBE,Google Play
Can't scan/recognize other banks' Interoperable QR Codes,1,2025-04-13,CBE,Google Play
OK,5,2025-04-13,CBE,Google Play
grateful app,5,2025-04-13,CBE,Google Play
100% ❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,5,2025-04-13,CBE,Google Play
everthing wellbeok,3,2025-04-13,CBE,Google Play
"""This mobile banking app is fast and user-friendly, but the only issue I encountered is that I can't access my bank statement within the app. I kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",4,2025-04-13,CBE,Google Play
nice app 👌,5,2025-04-12,CBE,Google Play
why did this app is not screenshot,5,2025-04-12,CBE,Google Play
it so good app,5,2025-04-12,CBE,Google Play
جميل,5,2025-04-11,CBE,Google Play
"less network, specially to make fee for utility purpose",1,2025-04-11,CBE,Google Play
simply for used,4,2025-04-11,CBE,Google Play
wow keep up,5,2025-04-10,CBE,Google Play
its great app but when updating we can't take screen shot please try to fix it,3,2025-04-10,CBE,Google Play
good one,5,2025-04-10,CBE,Google Play
everything is easy thank you cebe,5,2025-04-10,CBE,Google Play
ፈጣን ቀልጣፋ,5,2025-04-10,CBE,Google Play
ጎበዝ,5,2025-04-09,CBE,Google Play
but this app says can't sync,5,2025-04-09,CBE,Google Play
waw,5,2025-04-09,CBE,Google Play
to slow,3,2025-04-09,CBE,Google Play
work on screen shot system,4,2025-04-08,CBE,Google Play
very very nice aplication,1,2025-04-08,CBE,Google Play
wonder full and it is easy to use,5,2025-04-08,CBE,Google Play
easy and reliable,2,2025-04-08,CBE,Google Play
it is Very Useful app 👍,5,2025-04-07,CBE,Google Play
perfect app,5,2025-04-07,CBE,Google Play
I like it.,5,2025-04-07,CBE,Google Play
bugs,3,2025-04-07,CBE,Google Play
commerial Bank,5,2025-04-06,CBE,Google Play
Genat biru,2,2025-04-06,CBE,Google Play
🙏,5,2025-04-06,CBE,Google Play
it is good but it doesn't allow screen shot,4,2025-04-06,CBE,Google Play
the best one,5,2025-04-06,CBE,Google Play
You need to copy many things from other bank apps like Amole(Dashen),2,2025-04-06,CBE,Google Play
bring back the screenshot feature.,1,2025-04-05,CBE,Google Play
Good!👍,3,2025-04-05,CBE,Google Play
best app to experience him that to smooth transaction among the customers,1,2025-04-05,CBE,Google Play
nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,4,2025-04-05,CBE,Google Play
easy to use,5,2025-04-05,CBE,Google Play
"Good job to the CBE team on this mobile app! It's designed in a way that's simple and intuitive to navigate, which is great for everyone. It effectively handles the essential banking tasks I need to perform regularly. It's a practical and reliable tool that makes everyday banking much more convenient. Thank you for this useful application.",5,2025-04-04,CBE,Google Play
ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,5,2025-04-04,CBE,Google Play
before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,3,2025-04-04,CBE,Google Play
cool ❤,4,2025-04-04,CBE,Google Play
Best app,5,2025-04-04,CBE,Google Play
best banking App,4,2025-04-03,CBE,Google Play
satisfied,5,2025-04-03,CBE,Google Play
this app is very necessary app many people found it,5,2025-04-03,CBE,Google Play
cbe very active Bank I'm using CBE app very very satisfaction,5,2025-04-03,CBE,Google Play
It made life alot easier. I cant even imagine having to make all those transactions in person. So this app was crucial for me. Very good app. well done.,5,2025-04-03,CBE,Google Play
perfect,5,2025-04-03,CBE,Google Play
thankyou,5,2025-04-02,CBE,Google Play
I Like it,5,2025-04-02,CBE,Google Play
"I don't understand the reason, why I need to disable developer options to access the app, it has no security risks nor does it hinder the app's functionalities. This goes out to the dev, I hope your life is filled with inconveniences.",1,2025-04-02,CBE,Google Play
smart app,5,2025-04-02,CBE,Google Play
isin ga'a,2,2025-04-02,CBE,Google Play
it's great,5,2025-04-02,CBE,Google Play
very good app and stars faction with work,5,2025-04-02,CBE,Google Play
It is excelent,5,2025-04-01,CBE,Google Play
Smart,5,2025-04-01,CBE,Google Play
በየወሩ አፕደት እየጠየቀኝ ነው ለነገሩ ብር ስሌለኝ ይሆናል እና ምን ለማለት ፈልገ መሰላቹ ወላህ ቼግሮኛል 🥺🥺🥺,3,2025-04-01,CBE,Google Play
very interesting app,5,2025-04-01,CBE,Google Play
wow.......cbe.....keep it up.....!!!!!!,5,2025-04-01,CBE,Google Play
ጊዜን ቆጣቢ እና ህይወትን ቀለል ከሚያደርጉ ኢትዬጲያ ካሉ ፋይናንስ አፕልኬሽኖች ሁሉ ይሄ ይለያል,5,2025-04-01,CBE,Google Play
Excellent🙏app,5,2025-04-01,CBE,Google Play
the most useful,5,2025-04-01,CBE,Google Play
I am more satisfied in this app . More sure you have to secure.,4,2025-04-01,CBE,Google Play
Easy to use,5,2025-04-01,CBE,Google Play
"very good, but sometimes NUR CBE comes without my consent. even if I choose locked, it appears",4,2025-04-01,CBE,Google Play
Excellent !!!,5,2025-04-01,CBE,Google Play
always we relay on,5,2025-04-01,CBE,Google Play
I'm lucky to have this🙏 thank you CBE.,5,2025-04-01,CBE,Google Play
it's need more improvement like Tellbirr.,4,2025-04-01,CBE,Google Play
goode app,5,2025-04-01,CBE,Google Play
a very nice app.👍👍👍,5,2025-04-01,CBE,Google Play
safe easy & fast,5,2025-04-01,CBE,Google Play
it's good app,5,2025-04-01,CBE,Google Play
It is veary useful app but screen shout was impossible .solve this problem,5,2025-04-01,CBE,Google Play
ጥሩ ነው,5,2025-04-01,CBE,Google Play
እጅግ በጣም ጥሩ አፕ,5,2025-04-01,CBE,Google Play
በጣም ሃሪፍ ነው ግን ብር በሚተላለፍበት ወቅት ተቀንሷል ይላል እላፊ መልክቱ ይደርሳል ግን አይቀንስም,5,2025-04-01,CBE,Google Play
suitable app,4,2025-04-01,CBE,Google Play
Dear cbe this app is not comparable with 21century and pls try to solve it.💀💀💀,1,2025-04-01,CBE,Google Play
best transaction method of financial,5,2025-04-01,CBE,Google Play
#CBE is Now going to on the right Pathway/track/!! Thank you CBE one step ahead on payment platform app!!,5,2025-04-01,CBE,Google Play
It literarily don't work at all,4,2025-04-01,CBE,Google Play
good give us plus,5,2025-04-01,CBE,Google Play
"Very good application. However, I have one functionality recommendation. What if you let the app transfer money to any telebirr account as for MPESA? By the way, I am not the only one to ask this. Thank you!",4,2025-04-01,CBE,Google Play
before update it was able to screenshot while after update I can't able to screenshot the transfere details,4,2025-04-01,CBE,Google Play
Tnc Cbe,5,2025-04-01,CBE,Google Play
it is good app. But you have integrate cbe with cbe birr. to allow cardless withdrawal directly from our accout!,4,2025-03-31,CBE,Google Play
great apps,5,2025-03-31,CBE,Google Play
Excellent,5,2025-03-31,CBE,Google Play
Great app!,4,2025-03-31,CBE,Google Play
CBE,5,2025-03-31,CBE,Google Play
very good 👍 👏,5,2025-03-31,CBE,Google Play
great when it works,5,2025-03-31,CBE,Google Play
"the app is very good, but why screenshots is impossible?",5,2025-03-31,CBE,Google Play
excellent match application,5,2025-03-31,CBE,Google Play
The Best app😍😍😍,5,2025-03-31,CBE,Google Play
excellent app,5,2025-03-31,CBE,Google Play
easy to use and user friendly,5,2025-03-31,CBE,Google Play
very nice,5,2025-03-31,CBE,Google Play
አሪፍ ነው በተለይ የአሻራ ደህነቱ መረጋገጡ ተመችቶኛል,3,2025-03-31,CBE,Google Play
well software,5,2025-03-31,CBE,Google Play
ጥሩ ነው አንዳንዴ ስታክ ቢያደርግም,4,2025-03-31,CBE,Google Play
CBE very good apps,5,2025-03-31,CBE,Google Play
"This application fast, secure and more convenient. Thanks CBE",5,2025-03-31,CBE,Google Play
excellent service,5,2025-03-31,CBE,Google Play
it's best,5,2025-03-31,CBE,Google Play
Why didn't you display cash transactions and bank statement in the mobile banking app?,4,2025-03-31,CBE,Google Play
"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",1,2025-06-03,BOA,Google Play
exceptional,5,2025-06-03,BOA,Google Play
BoA Mobile good bank,5,2025-06-02,BOA,Google Play
this is worest app 24/7 loading,1,2025-06-01,BOA,Google Play
This App is not interest for Android phone Please update it .,1,2025-06-01,BOA,Google Play
BoA system is confartable,5,2025-06-01,BOA,Google Play
very nice Abyssinia bank is choice all,5,2025-05-31,BOA,Google Play
"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,2025-05-27,BOA,Google Play
Good service.,3,2025-05-25,BOA,Google Play
the app crush frequently,1,2025-05-24,BOA,Google Play
You guys keeps getting worst,1,2025-05-22,BOA,Google Play
"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21,BOA,Google Play
BoA,2,2025-05-20,BOA,Google Play
but not opening on android,4,2025-05-19,BOA,Google Play
Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,1,2025-05-18,BOA,Google Play
ሞላዬ ከበደ,5,2025-05-14,BOA,Google Play
"this app does no work on Samsung a51, it just gives a preview of the logo",1,2025-05-11,BOA,Google Play
"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",5,2025-05-10,BOA,Google Play
liking this application good 👍,5,2025-05-07,BOA,Google Play
"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",1,2025-05-06,BOA,Google Play
it's really good 👍,5,2025-04-23,BOA,Google Play
Bad app . it stuck when you open and noting WORKS.,1,2025-04-23,BOA,Google Play
"the app isn't working after it asked me the password it starts loading, but it doesn't open",3,2025-04-20,BOA,Google Play
It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,1,2025-04-19,BOA,Google Play
yideg,1,2025-04-18,BOA,Google Play
አይከፍትም እኮ,1,2025-04-17,BOA,Google Play
great boa,5,2025-04-10,BOA,Google Play
boa of mobile backing,5,2025-04-09,BOA,Google Play
faster bank of Abissinya,5,2025-04-08,BOA,Google Play
i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08,BOA,Google Play
it just doesn't work...so frustrating,1,2025-04-07,BOA,Google Play
like,5,2025-04-06,BOA,Google Play
it's not work correctly... you must have update it,1,2025-04-06,BOA,Google Play
"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",5,2025-04-04,BOA,Google Play
after i typed in my password it says successfully logged out ...and goes back to the first page,2,2025-04-04,BOA,Google Play
good but they don't update enough don't add new things,3,2025-04-04,BOA,Google Play
thank you,5,2025-04-02,BOA,Google Play
it doesn't work period z slowest mobile banking ever i would rather use *815#,1,2025-04-01,BOA,Google Play
"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",1,2025-03-31,BOA,Google Play
good application,5,2025-03-30,BOA,Google Play
this version is not working for me I cannot even buy card. I cannot send money,1,2025-03-30,BOA,Google Play
"It can't actively on initialization, it says incorrect OTP getting the exact OTP",1,2025-03-29,BOA,Google Play
always problematic hardly works,1,2025-03-26,BOA,Google Play
considering the fact the bank is huge this app really bad you could do better,1,2025-03-25,BOA,Google Play
"worst app and Bank ever u be ashamed, scammer",1,2025-03-24,BOA,Google Play
great BoA,5,2025-03-22,BOA,Google Play
i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,1,2025-03-21,BOA,Google Play
there is no speed,1,2025-03-19,BOA,Google Play
"For anyone who wants to download it, just don't!!!",1,2025-03-19,BOA,Google Play
wonderful,5,2025-03-19,BOA,Google Play
all worck,5,2025-03-19,BOA,Google Play
Loved it,5,2025-03-14,BOA,Google Play
Wow,1,2025-03-14,BOA,Google Play
"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",1,2025-03-12,BOA,Google Play
Improved to be the best,5,2025-03-11,BOA,Google Play
"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",3,2025-03-11,BOA,Google Play
BoA Greqt Ethiopian bank.,5,2025-03-11,BOA,Google Play
"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",1,2025-03-10,BOA,Google Play
Almost better compared to cbe where it is not qualified for,4,2025-03-09,BOA,Google Play
what awesome apps. it is very simple to use and more much important apps.,5,2025-03-09,BOA,Google Play
Wonderfull app,5,2025-03-08,BOA,Google Play
i can't use this app why?,5,2025-03-07,BOA,Google Play
